,blue_team,red_team,result
4309,FlyQuest Academy,100 Thieves Academy,1
4310,Cloud9 Academy,TSM Academy,1
4311,Evil Geniuses Academy,Golden Guardians Academy,1
4312,Immortals Academy,Dignitas Academy,1
4313,Element Mystic,Awesome Spear,0
4314,LinGan e-Sports,Dominus Esports Young,0
4315,Awesome Spear,Element Mystic,1
4316,MAMMOTH,Legacy Esports,1
4317,Team Dynamics,Gen.G,0
4318,Dominus Esports Young,LinGan e-Sports,0
4319,Griffin,RunAway,0
4320,Pentanet.GG,Dire Wolves,0
4321,Dominus Esports Young,LinGan e-Sports,1
4322,Invictus Gaming Young,Young Miracles,1
4323,Gravitas,Avant Gaming,0
4324,Young Miracles,Invictus Gaming Young,0
4325,RunAway,Griffin,1
4326,Victorious Gaming,WanZhen Esports Club,0
4327,ORDER,Chiefs Esports Club,1
4328,Gen.G,Team Dynamics,1
4329,Legend Esport Gaming,eStar Young,0
4330,Bilibili Gaming,Oh My God,1
4331,WanZhen Esports Club,Victorious Gaming,1
4332,SANDBOX Gaming,KT Rolster,1
4333,CERBERUS Esports,Percent Esports,1
4334,eStar Young,Legend Esport Gaming,1
4335,Bilibili Gaming,Oh My God,0
4336,Suning-S,Bilibili Gaming Junior,1
4337,Percent Esports,CERBERUS Esports,0
4338,Oh My God,Bilibili Gaming,0
4339,Suning-S,Bilibili Gaming Junior,1
4340,KT Rolster,SANDBOX Gaming,0
4341,Invictus Gaming,eStar,1
4342,Team Flash,GAM Esports,0
4343,eStar,Invictus Gaming,1
4344,GAM Esports,Team Flash,0
4345,Invictus Gaming,eStar,1
4346,Team Flash,GAM Esports,1
4347,İstanbul Wildcats Academy,5 Ronin Academy,1
4348,Team AURORA Academy,Beşiktaş Academy,0
4349,Royal Youth Academy,Galakticos Academy,1
4350,Dark Passage Academy,Galatasaray Academy,1
4351,Dignitas Academy,FlyQuest Academy,1
4352,Golden Guardians Academy,Team Liquid Academy,1
4353,1907 Fenerbahçe Academy,SuperMassive Academy,0
4354,100 Thieves Academy,Cloud9 Academy,1
4355,TSM Academy,Immortals Academy,1
4356,CLG Academy,Evil Geniuses Academy,1
4357,Immortals,Dignitas,0
4358,FlyQuest,100 Thieves,0
4359,Royal Club,Vici Gaming Potential,0
4360,Dire Wolves,Gravitas,1
4361,DRX,DAMWON Gaming,1
4362,Vici Gaming Potential,Royal Club,0
4363,Chiefs Esports Club,MAMMOTH,0
4364,Vici Gaming Potential,Royal Club,0
4365,optical spectrum E-sports,Rogue Warriors Shark,1
4366,Legacy Esports,Pentanet.GG,0
4367,Rogue Warriors Shark,optical spectrum E-sports,0
4368,JingNetGame,Team WE Academy,1
4369,ORDER,Avant Gaming,1
4370,DAMWON Gaming,DRX,1
4371,Dominus Esports,Rogue Warriors,0
4372,Team WE Academy,FunPlus Phoenix Blaze,1
4373,JingNetGame,LGD Gaming Young Team,0
4374,Berjaya Dragons,Nova Esports,0
4375,DRX,DAMWON Gaming,1
4376,Percent Esports,EVOS Esports,0
4377,LGD Gaming Young Team,FunPlus Phoenix Blaze,1
4378,JingNetGame,Team WE Academy,0
4379,Hong Kong Attitude,Machi Esports,0
4380,Rogue Warriors,Dominus Esports,0
4381,5 Ronin,Royal Youth,0
4382,EVOS Esports,Percent Esports,1
4383,Afreeca Freecs,SeolHaeOne Prince,1
4384,FunPlus Phoenix Blaze,LGD Gaming Young Team,1
4385,Dominus Esports,Rogue Warriors,0
4386,V5 87,EDG Youth Team,0
4387,SuperMassive Esports,İstanbul Wildcats,0
4388,Nova Esports,Alpha Esports,0
4389,EDG Youth Team,V5 87,0
4390,Saigon Buffalo,CERBERUS Esports,1
4391,Top Esports,FunPlus Phoenix,1
4392,SeolHaeOne Prince,Afreeca Freecs,0
4393,Dragon Army,Gambit Esports,0
4394,Dark Passage,Beşiktaş Esports,1
4395,CERBERUS Esports,Saigon Buffalo,1
4396,Berjaya Dragons,J Team,0
4397,Top Esports,FunPlus Phoenix,1
4398,V5 87,EDG Youth Team,1
4399,Saigon Buffalo,CERBERUS Esports,0
4400,Team AURORA,1907 Fenerbahçe Esports,0
4401,One Breath Gaming,CrowCrowd,0
4402,PSG Talon,ahq eSports Club,0
4403,Elements Pro Gaming,RoX,0
4404,Resurgence,Liyab Esports,0
4405,Galatasaray Esports,Galakticos,0
4406,Santos e-Sports,INTZ,0
4407,Unicorns Of Love.CIS,Vega Squadron,1
4408,Flamengo Esports,Prodigy Esports,0
4409,KaBuM! e-Sports,FURIA Esports,1
4410,Vivo Keyd,paiN Gaming,1
4411,Rainbow7,Isurus,1
4412,Evil Geniuses,Golden Guardians,0
4413,Pixel Esports Club,XTEN Esports,0
4414,Cloud9,TSM,1
4415,Azules Esports,Furious Gaming,1
4416,Team Liquid,Counter Logic Gaming,1
4417,Infinity Esports,All Knights,0
4418,Dignitas,FlyQuest,1
4419,All Combo,eStar Young,1
4420,eStar Young,All Combo,1
4421,T1,Team Dynamics,1
4422,All Combo,eStar Young,1
4423,Suning-S,Legend Esport Gaming,1
4424,Shu Dai Xiong Gaming,Dominus Esports Young,1
4425,Resurgence,PSG Talon,0
4426,Suning-S,Legend Esport Gaming,1
4427,Team Dynamics,T1,1
4428,Dominus Esports Young,Shu Dai Xiong Gaming,0
4429,LGD Gaming,Oh My God,0
4430,Young Miracles,Top Esports Challenger,1
4431,T1,Team Dynamics,0
4432,ahq eSports Club,Hong Kong Attitude,1
4433,OverPower Esports,Team Flash,0
4434,Oh My Dream,LinGan e-Sports,1
4435,LGD Gaming,Oh My God,1
4436,Young Miracles,Top Esports Challenger,1
4437,İstanbul Wildcats,5 Ronin,1
4438,Alpha Esports,Liyab Esports,1
4439,Team Flash,OverPower Esports,1
4440,LinGan e-Sports,Oh My Dream,0
4441,Gen.G,Hanwha Life Esports,1
4442,LGD Gaming,Oh My God,1
4443,Beşiktaş Esports,Team AURORA,1
4444,Berjaya Dragons,Hong Kong Attitude,1
4445,GAM Esports,Team Secret,0
4446,CrowCrowd,Gambit Esports,0
4447,Hanwha Life Esports,Gen.G,0
4448,EDward Gaming,Royal Never Give Up,0
4449,Galakticos,Royal Youth,1
4450,Team Secret,GAM Esports,0
4451,Machi Esports,ahq eSports Club,1
4452,EDward Gaming,Royal Never Give Up,0
4453,Dark Passage,Galatasaray Esports,0
4454,GAM Esports,Team Secret,1
4455,Dragon Army,Elements Pro Gaming,1
4456,J Team,Nova Esports,1
4457,SuperMassive Esports,1907 Fenerbahçe Esports,0
4458,Unicorns Of Love.CIS,RoX,1
4459,Prodigy Esports,INTZ,1
4460,One Breath Gaming,Vega Squadron,1
4461,London Esports,NVision Esports,1
4462,paiN Gaming,KaBuM! e-Sports,0
4463,Demise,Bulldog Esports,1
4464,Vivo Keyd,Flamengo Esports,0
4465,Barrage Esports Academy,Munster Rugby Gaming Academy,0
4466,FURIA Esports,Santos e-Sports,1
4467,Azules Esports,Rainbow7,0
4468,MnM Gaming Academy,Enclave Gaming,1
4469,TSM,Immortals,0
4470,Pixel Esports Club,Infinity Esports,1
4471,100 Thieves,Cloud9,1
4472,Furious Gaming,XTEN Esports,1
4473,Team Liquid,Golden Guardians,1
4474,Isurus,All Knights,1
4475,Counter Logic Gaming,Evil Geniuses,1
4476,LGD Gaming Young Team,Invictus Gaming Young,0
4477,Invictus Gaming Young,LGD Gaming Young Team,0
4478,LGD Gaming Young Team,Invictus Gaming Young,1
4479,FunPlus Phoenix Blaze,Vici Gaming Potential,1
4480,hyFresh Blade,Jin Air Green Wings,1
4481,FunPlus Phoenix Blaze,Vici Gaming Potential,1
4482,optical spectrum E-sports,Victorious Gaming,1
4483,Jin Air Green Wings,hyFresh Blade,1
4484,optical spectrum E-sports,Victorious Gaming,1
4485,Top Esports,Victory Five,0
4486,JingNetGame,WanZhen Esports Club,1
4487,hyFresh Blade,Jin Air Green Wings,0
4488,Top Esports,Victory Five,1
4489,EDG Youth Team,Team WE Academy,1
4490,WanZhen Esports Club,JingNetGame,0
4491,Top Esports,Victory Five,0
4492,Team WE Academy,EDG Youth Team,0
4493,RunAway,ESC Shane,0
4494,Suning,Bilibili Gaming,1
4495,ESC Shane,RunAway,0
4496,Bilibili Gaming,Suning,1
4497,RunAway,ESC Shane,1
4498,Suning,Bilibili Gaming,1
4499,NVision Esports,Barrage Esports Academy,0
4500,Munster Rugby Gaming Academy,MnM Gaming Academy,1
4501,Bulldog Esports,Enclave Gaming,0
4502,Demise,London Esports,1
4503,Falkol,Redemption eSports Porto Alegre,1
4504,Team oNe eSports,RED Canids,0
4505,Havan Liberty Gaming,Rensga eSports,0
4506,Team WE,LNG Esports,0
4507,LNG Esports,Team WE,0
4508,Team WE,LNG Esports,1
4509,LGD Gaming,Rogue Warriors,0
4510,Rogue Warriors,LGD Gaming,1
4511,piratesports,7more7,0
4512,K1ck Neosurf,Illuminar Gaming,0
4513,Komputronik H34T,PRIDE,0
4514,Team Singularity,Nordavind,1
4515,AGO ROGUE,Gentlemen's Gaming,1
4516,Fnatic Rising,Barrage Esports,1
4517,MnM Gaming,Munster Rugby Gaming,0
4518,Tricked Esport,Dusty,0
4519,Havan Liberty Gaming,Falkol,0
4520,100 Thieves Next,ANEW Esports,0
4521,Maryville University,Radiance,0
4522,Redemption eSports Porto Alegre,Team oNe eSports,0
4523,ANEW Esports,100 Thieves Next,1
4524,Radiance,Maryville University,0
4525,Rensga eSports,RED Canids,0
4526,Maryville University,Radiance,0
4527,Legend Esport Gaming,FunPlus Phoenix Blaze,1
4528,Legend Esport Gaming,FunPlus Phoenix Blaze,1
4529,eStar Young,Joy Dream,1
4530,Top Esports Challenger,Vici Gaming Potential,0
4531,Afreeca Freecs,Gen.G,0
4532,Joy Dream,eStar Young,1
4533,Top Esports Challenger,Vici Gaming Potential,0
4534,Gen.G,Afreeca Freecs,1
4535,eStar Young,Joy Dream,0
4536,optical spectrum E-sports,Young Miracles,0
4537,eStar,Oh My God,0
4538,DAMWON Gaming,Team Dynamics,1
4539,Dominus Esports Young,All Combo,0
4540,Young Miracles,optical spectrum E-sports,1
4541,eStar,Oh My God,1
4542,All Combo,Dominus Esports Young,1
4543,eStar,Oh My God,1
4544,Team Dynamics,DAMWON Gaming,0
4545,JD Gaming,Vici Gaming,0
4546,Vici Gaming,JD Gaming,0
4547,JD Gaming,Vici Gaming,1
4548,Illuminar Gaming,Gentlemen's Gaming,0
4549,7more7,K1ck Neosurf,1
4550,Nordavind,ENCE,1
4551,piratesports,Komputronik H34T,0
4552,AGO ROGUE,PRIDE,1
4553,Dusty,MnM Gaming,1
4554,Awesome Spear,ESC Shane,1
4555,LNG Academy,WanZhen Esports Club,1
4556,KT Rolster,T1,0
4557,ESC Shane,Awesome Spear,0
4558,WanZhen Esports Club,LNG Academy,1
4559,UQ Union,RMIT Redbacks,1
4560,OZ Gaming,hyFresh Blade,0
4561,LNG Academy,WanZhen Esports Club,0
4562,Team WE Academy,Shu Dai Xiong Gaming,1
4563,Chiefs Academy,Dire Cubs,0
4564,Shu Dai Xiong Gaming,Team WE Academy,1
4565,Victorious Gaming,V5 87,0
4566,hyFresh Blade,OZ Gaming,1
4567,T1,KT Rolster,1
4568,Legacy Genesis,Gravitas Academy,1
4569,Shu Dai Xiong Gaming,Team WE Academy,1
4570,V5 87,Victorious Gaming,1
4571,LNG Esports,Invictus Gaming,0
4572,ORDER Academy,Mammoth Academy,0
4573,SeolHaeOne Prince,SANDBOX Gaming,0
4574,Oh My Dream,Royal Club,0
4575,LNG Esports,Invictus Gaming,0
4576,Rogue Warriors Shark,Suning-S,0
4577,Pentanet.GG Rise,UTS Esports,0
4578,Royal Club,Oh My Dream,1
4579,Suning-S,Rogue Warriors Shark,1
4580,Suning,Royal Never Give Up,1
4581,SANDBOX Gaming,SeolHaeOne Prince,0
4582,Suning,Royal Never Give Up,0
4583,SeolHaeOne Prince,SANDBOX Gaming,0
4584,Suning,Royal Never Give Up,1
4585,Royal Youth Academy,Dark Passage Academy,0
4586,SuperMassive Academy,5 Ronin Academy,0
4587,Galakticos Academy,İstanbul Wildcats Academy,0
4588,Galatasaray Academy,Team AURORA Academy,0
4589,Beşiktaş Academy,1907 Fenerbahçe Academy,0
4590,Team Liquid Academy,Evil Geniuses Academy,0
4591,TSM Academy,100 Thieves Academy,1
4592,Cloud9 Academy,FlyQuest Academy,1
4593,Golden Guardians Academy,Immortals Academy,1
4594,Dignitas Academy,CLG Academy,0
4595,Griffin,Element Mystic,0
4596,FunPlus Phoenix Blaze,Young Miracles,1
4597,Element Mystic,Griffin,0
4598,ORDER,MAMMOTH,1
4599,Hanwha Life Esports,DRX,0
4600,Young Miracles,FunPlus Phoenix Blaze,0
4601,Griffin,Element Mystic,1
4602,Legacy Esports,Avant Gaming,1
4603,Top Esports Challenger,Bilibili Gaming Junior,1
4604,eStar Young,Dominus Esports Young,1
4605,Chiefs Esports Club,Dire Wolves,1
4606,Bilibili Gaming Junior,Top Esports Challenger,0
4607,Jin Air Green Wings,RunAway,0
4608,eStar Young,Dominus Esports Young,0
4609,DRX,Hanwha Life Esports,1
4610,Gravitas,Pentanet.GG,0
4611,RunAway,Jin Air Green Wings,1
4612,Invictus Gaming Young,Legend Esport Gaming,0
4613,eStar Young,Dominus Esports Young,1
4614,Rogue Warriors,FunPlus Phoenix,1
4615,Afreeca Freecs,DAMWON Gaming,0
4616,CERBERUS Esports,GAM Esports,0
4617,Legend Esport Gaming,Invictus Gaming Young,1
4618,Rogue Warriors,FunPlus Phoenix,1
4619,LGD Gaming Young Team,LinGan e-Sports,1
4620,GAM Esports,CERBERUS Esports,0
4621,LGD Gaming Young Team,LinGan e-Sports,1
4622,EDward Gaming,LGD Gaming,0
4623,DAMWON Gaming,Afreeca Freecs,1
4624,CERBERUS Esports,GAM Esports,0
4625,LGD Gaming,EDward Gaming,1
4626,Team Flash,Team Secret,1
4627,SuperMassive Academy,Galakticos Academy,1
4628,Team Secret,Team Flash,1
4629,İstanbul Wildcats Academy,Dark Passage Academy,1
4630,Team Flash,Team Secret,1
4631,Galatasaray Academy,Beşiktaş Academy,1
4632,Team Vitality,SK Gaming,0
4633,Rogue,FC Schalke 04 Esports,1
4634,1907 Fenerbahçe Academy,5 Ronin Academy,1
4635,Riddle Esports,BT Excel,1
4636,Fnatic,Misfits Gaming,1
4637,100 Thieves Academy,Team Liquid Academy,1
4638,Immortals Academy,CLG Academy,0
4639,Royal Youth Academy,Team AURORA Academy,1
4640,Excel Esports,MAD Lions,0
4641,G2 Esports,Origen,0
4642,Dignitas Academy,Golden Guardians Academy,0
4643,Evil Geniuses Academy,Cloud9 Academy,0
4644,FlyQuest Academy,TSM Academy,1
4645,TSM,100 Thieves,1
4646,Team Liquid,Evil Geniuses,1
4647,Shu Dai Xiong Gaming,EDG Youth Team,0
4648,KT Rolster,SANDBOX Gaming,1
4649,Chiefs Esports Club,Legacy Esports,0
4650,EDG Youth Team,Shu Dai Xiong Gaming,1
4651,Dire Wolves,ORDER,0
4652,JingNetGame,All Combo,0
4653,Rogue Warriors Shark,Royal Club,0
4654,Pentanet.GG,Avant Gaming,1
4655,All Combo,JingNetGame,0
4656,J Team,Hong Kong Attitude,1
4657,Royal Club,Rogue Warriors Shark,1
4658,Gravitas,MAMMOTH,0
4659,SANDBOX Gaming,KT Rolster,0
4660,JingNetGame,All Combo,1
4661,Bilibili Gaming,Dominus Esports,1
4662,LNG Academy,Joy Dream,0
4663,OverPower Esports,Percent Esports,1
4664,Machi Esports,PSG Talon,1
4665,T1,Gen.G,0
4666,Dominus Esports,Bilibili Gaming,0
4667,Oh My Dream,Suning-S,1
4668,Royal Youth,Dark Passage,0
4669,LNG Academy,Joy Dream,0
4670,Percent Esports,OverPower Esports,1
4671,Liyab Esports,Alpha Esports,0
4672,Suning-S,Oh My Dream,1
4673,Invictus Gaming,Royal Never Give Up,1
4674,SuperMassive Esports,5 Ronin,0
4675,OverPower Esports,Percent Esports,0
4676,Gen.G,T1,1
4677,Oh My Dream,Suning-S,0
4678,ahq eSports Club,Nova Esports,1
4679,Royal Never Give Up,Invictus Gaming,1
4680,EVOS Esports,Saigon Buffalo,1
4681,Galakticos,İstanbul Wildcats,0
4682,Invictus Gaming,Royal Never Give Up,1
4683,PSG Talon,Liyab Esports,0
4684,Saigon Buffalo,EVOS Esports,0
4685,Galatasaray Esports,Team AURORA,1
4686,SK Gaming,FC Schalke 04 Esports,1
4687,Berjaya Dragons,Resurgence,1
4688,Beşiktaş Esports,1907 Fenerbahçe Esports,1
4689,Excel Esports,Rogue,0
4690,FURIA Esports,paiN Gaming,0
4691,Origen,Misfits Gaming,1
4692,INTZ,Vivo Keyd,0
4693,Team Vitality,Fnatic,0
4694,Santos e-Sports,Prodigy Esports,0
4695,MAD Lions,G2 Esports,1
4696,Rainbow7,All Knights,0
4697,Flamengo Esports,KaBuM! e-Sports,1
4698,Counter Logic Gaming,Dignitas,0
4699,Azules Esports,XTEN Esports,1
4700,Evil Geniuses,Cloud9,1
4701,Pixel Esports Club,Isurus,0
4702,FlyQuest,TSM,1
4703,Furious Gaming,Infinity Esports,1
4704,Golden Guardians,Immortals,1
4705,Dominus Esports Young,Top Esports Challenger,0
4706,Top Esports Challenger,Dominus Esports Young,1
4707,Invictus Gaming Young,LinGan e-Sports,1
4708,eStar Young,Bilibili Gaming Junior,1
4709,SeolHaeOne Prince,Hanwha Life Esports,1
4710,Invictus Gaming Young,LinGan e-Sports,1
4711,Bilibili Gaming Junior,eStar Young,1
4712,Alpha Esports,PSG Talon,0
4713,Hanwha Life Esports,SeolHaeOne Prince,1
4714,eStar Young,Bilibili Gaming Junior,0
4715,Vici Gaming,Top Esports,0
4716,optical spectrum E-sports,V5 87,0
4717,SeolHaeOne Prince,Hanwha Life Esports,0
4718,OverPower Esports,Saigon Buffalo,0
4719,J Team,ahq eSports Club,0
4720,Top Esports,Vici Gaming,1
4721,optical spectrum E-sports,V5 87,0
4722,SuperMassive Esports,Galakticos,0
4723,Young Miracles,Victorious Gaming,1
4724,Team Dynamics,DRX,0
4725,Berjaya Dragons,Alpha Esports,1
4726,Saigon Buffalo,OverPower Esports,1
4727,Victorious Gaming,Young Miracles,0
4728,İstanbul Wildcats,Dark Passage,1
4729,JD Gaming,FunPlus Phoenix,1
4730,Percent Esports,Team Flash,0
4731,Machi Esports,Resurgence,1
4732,FunPlus Phoenix,JD Gaming,0
4733,DRX,Team Dynamics,1
4734,Galatasaray Esports,Beşiktaş Esports,1
4735,Team Flash,Percent Esports,0
4736,Liyab Esports,Nova Esports,0
4737,5 Ronin,1907 Fenerbahçe Esports,1
4738,Royal Youth,Team AURORA,0
4739,Percent Esports,Team Flash,0
4740,Resurgence,Hong Kong Attitude,0
4741,Vivo Keyd,FURIA Esports,0
4742,Enclave Gaming,Munster Rugby Gaming Academy,0
4743,KaBuM! e-Sports,INTZ,0
4744,Barrage Esports Academy,Demise,0
4745,Santos e-Sports,Flamengo Esports,0
4746,MnM Gaming Academy,NVision Esports,0
4747,Infinity Esports,Azules Esports,1
4748,Prodigy Esports,paiN Gaming,1
4749,100 Thieves,Team Liquid,0
4750,London Esports,Bulldog Esports,1
4751,All Knights,Pixel Esports Club,1
4752,Cloud9,FlyQuest,1
4753,XTEN Esports,Rainbow7,0
4754,Counter Logic Gaming,Immortals,0
4755,Isurus,Furious Gaming,1
4756,Golden Guardians,Dignitas,1
4757,LNG Academy,JingNetGame,0
4758,JingNetGame,LNG Academy,0
4759,WanZhen Esports Club,Suning-S,0
4760,JingNetGame,LNG Academy,0
4761,hyFresh Blade,Awesome Spear,0
4762,Suning-S,WanZhen Esports Club,1
4763,Awesome Spear,hyFresh Blade,1
4764,Vici Gaming Potential,Shu Dai Xiong Gaming,0
4765,Team WE,LGD Gaming,0
4766,LGD Gaming Young Team,EDG Youth Team,0
4767,ESC Shane,Element Mystic,1
4768,Shu Dai Xiong Gaming,Vici Gaming Potential,0
4769,LGD Gaming,Team WE,1
4770,LGD Gaming Young Team,EDG Youth Team,1
4771,Shu Dai Xiong Gaming,Vici Gaming Potential,0
4772,Element Mystic,ESC Shane,0
4773,Invictus Gaming,Victory Five,0
4774,LGD Gaming Young Team,EDG Youth Team,1
4775,Invictus Gaming,Victory Five,1
4776,FunPlus Phoenix Blaze,All Combo,1
4777,Invictus Gaming,Victory Five,1
4778,All Combo,FunPlus Phoenix Blaze,0
4779,London Esports,Barrage Esports Academy,1
4780,Godsent,Team Singularity,1
4781,NVision Esports,Enclave Gaming,1
4782,Demise,MnM Gaming Academy,1
4783,Bulldog Esports,Munster Rugby Gaming Academy,0
4784,Redemption eSports Porto Alegre,Havan Liberty Gaming,0
4785,Falkol,RED Canids,0
4786,Rensga eSports,Team oNe eSports,1
4787,Oh My God,FunPlus Phoenix,0
4788,FunPlus Phoenix,Oh My God,1
4789,Vici Gaming,EDward Gaming,1
4790,EDward Gaming,Vici Gaming,1
4791,Vici Gaming,EDward Gaming,0
4792,Gentlemen's Gaming,7more7,0
4793,PRIDE,piratesports,0
4794,Komputronik H34T,Illuminar Gaming,1
4795,Barrage Esports,Tricked Esport,0
4796,Munster Rugby Gaming,Fnatic Rising,0
4797,AGO ROGUE,K1ck Neosurf,0
4798,ENCE,Team Singularity,1
4799,BT Excel,Nordavind,1
4800,Havan Liberty Gaming,RED Canids,1
4801,100 Thieves Next,Radiance,1
4802,Radiance,100 Thieves Next,0
4803,Team oNe eSports,Falkol,0
4804,100 Thieves Next,Radiance,1
4805,Redemption eSports Porto Alegre,Rensga eSports,0
4806,Shu Dai Xiong Gaming,LinGan e-Sports,1
4807,LinGan e-Sports,Shu Dai Xiong Gaming,0
4808,Mammoth Academy,UQ Union,0
4809,Oh My Dream,Dominus Esports Young,1
4810,Rogue Warriors Shark,eStar Young,0
4811,Gravitas Academy,Pentanet.GG Rise,0
4812,eStar Young,Rogue Warriors Shark,1
4813,Dominus Esports Young,Oh My Dream,1
4814,Dire Cubs,ORDER Academy,1
4815,Oh My Dream,Dominus Esports Young,1
4816,Legend Esport Gaming,JingNetGame,0
4817,Rogue Warriors,eStar,1
4818,RMIT Redbacks,QUT Tigers,0
4819,Legend Esport Gaming,JingNetGame,1
4820,Chiefs Academy,Legacy Genesis,1
4821,Joy Dream,Top Esports Challenger,1
4822,eStar,Rogue Warriors,0
4823,Legend Esport Gaming,JingNetGame,1
4824,Joy Dream,Top Esports Challenger,0
4825,Team WE,Bilibili Gaming,0
4826,Joy Dream,Top Esports Challenger,0
4827,Bilibili Gaming,Team WE,0
4828,Team WE,Bilibili Gaming,1
4829,Komputronik H34T,K1ck Neosurf,0
4830,Gentlemen's Gaming,PRIDE,1
4831,Riddle Esports,Godsent,1
4832,Illuminar Gaming,piratesports,1
4833,7more7,AGO ROGUE,0
4834,MnM Gaming,Tricked Esport,1
4835,Komputronik H34T,K1ck Neosurf,1
4836,Fnatic Rising,Dusty,1
4837,Munster Rugby Gaming,Barrage Esports,1
4838,RunAway,Griffin,0
4839,LGD Gaming Young Team,Suning-S,1
4840,Griffin,RunAway,0
4841,Suning-S,LGD Gaming Young Team,1
4842,KT Rolster,DRX,1
4843,RunAway,Griffin,1
4844,UQ Union,Legacy Genesis,1
4845,LGD Gaming Young Team,Suning-S,0
4846,Invictus Gaming Young,EDG Youth Team,0
4847,QUT Tigers,Chiefs Academy,0
4848,EDG Youth Team,Invictus Gaming Young,0
4849,Awesome Spear,OZ Gaming,1
4850,V5 87,FunPlus Phoenix Blaze,0
4851,ORDER Academy,RMIT Redbacks,1
4852,DRX,KT Rolster,1
4853,OZ Gaming,Awesome Spear,0
4854,Invictus Gaming Young,EDG Youth Team,1
4855,FunPlus Phoenix Blaze,V5 87,1
4856,Top Esports,Dominus Esports,1
4857,Pentanet.GG Rise,Dire Cubs,0
4858,KT Rolster,DRX,0
4859,Top Esports,Dominus Esports,1
4860,Bilibili Gaming Junior,All Combo,0
4861,Victorious Gaming,Team WE Academy,0
4862,UTS Esports,Gravitas Academy,0
4863,Gen.G,Team Dynamics,1
4864,All Combo,Bilibili Gaming Junior,1
4865,Victorious Gaming,Team WE Academy,0
4866,LNG Esports,JD Gaming,0
4867,LNG Esports,JD Gaming,1
4868,Team Dynamics,Gen.G,0
4869,LNG Esports,JD Gaming,0
4870,Royal Youth Academy,Beşiktaş Academy,1
4871,İstanbul Wildcats Academy,Team AURORA Academy,1
4872,Galakticos Academy,5 Ronin Academy,0
4873,1907 Fenerbahçe Academy,Galatasaray Academy,0
